sequence_id,5fold_seed1,5fold_seed2,5fold_seed3,5fold_seed4,5fold_seed5,5fold_seed6,5fold_seed7,5fold_seed8,5fold_seed9,5fold_seed10,5fold_seed2025
SEQ_015595,0,0,0,0,4,0,4,4,0,4,0
SEQ_015602,3,0,0,4,0,4,4,0,0,4,1
SEQ_015607,0,3,2,2,2,3,2,2,3,2,3
SEQ_015611,1,3,3,2,3,2,2,2,3,0,4
SEQ_015624,2,0,0,0,4,0,4,4,0,4,0
SEQ_015625,0,2,2,1,2,1,1,1,2,1,3
SEQ_015634,1,4,3,1,2,1,1,4,3,2,3
SEQ_015636,3,4,3,2,3,3,2,2,3,4,4
SEQ_015640,3,0,0,3,3,4,4,4,4,3,4
SEQ_015642,0,3,1,0,0,0,0,0,1,1,2
SEQ_015647,4,2,1,4,0,4,4,1,1,0,1
SEQ_015680,3,4,3,3,3,4,3,3,3,4,3
SEQ_015684,1,4,4,4,3,4,3,3,4,3,4
SEQ_015691,3,1,1,0,0,1,0,0,1,0,1
SEQ_015695,2,0,0,0,4,0,4,4,0,4,0
SEQ_015698,3,1,3,3,4,3,3,3,0,4,0
SEQ_015703,3,0,0,4,0,1,0,0,0,0,1
SEQ_015704,4,2,0,4,4,4,4,4,4,0,1
SEQ_015715,4,2,0,0,0,1,0,0,0,1,0
SEQ_015730,0,3,2,2,2,3,2,2,3,2,3
SEQ_015745,1,3,3,2,3,2,3,3,3,3,4
SEQ_015753,3,0,0,4,0,1,0,0,0,0,1
SEQ_015756,0,3,3,3,2,3,2,2,3,2,3
SEQ_015759,4,2,4,1,1,2,1,1,2,1,2
SEQ_015800,2,3,2,2,2,3,2,2,2,3,2
SEQ_015801,0,2,2,1,2,1,1,1,2,1,3
SEQ_015803,4,0,0,4,4,4,4,3,4,0,1
SEQ_015805,1,3,1,1,1,0,1,1,1,1,1
SEQ_015816,0,1,1,0,0,0,0,4,0,1,2
SEQ_015817,2,4,4,3,4,4,4,4,4,4,0
SEQ_015823,3,1,0,3,4,3,4,0,0,4,0
SEQ_015831,4,0,0,0,4,0,4,4,0,4,0
SEQ_015849,1,4,4,4,3,4,3,3,4,3,4
SEQ_015852,3,4,4,4,3,4,3,3,4,3,4
SEQ_015854,1,1,1,1,0,1,1,3,1,0,1
SEQ_015870,3,4,4,3,3,3,3,2,4,4,0
SEQ_015873,4,0,0,3,2,4,3,3,4,3,0
SEQ_015876,2,2,2,2,1,2,1,1,2,1,2
SEQ_015881,2,0,4,2,3,2,2,2,4,3,4
SEQ_015884,3,0,0,4,0,4,0,0,0,0,1
SEQ_015890,4,0,0,0,4,0,4,4,0,4,0
SEQ_015894,1,3,1,1,1,0,1,1,1,1,1
SEQ_015895,3,4,4,4,3,4,3,3,4,3,4
SEQ_015904,2,4,4,3,4,4,4,4,4,4,0
SEQ_015905,1,4,3,1,2,1,1,4,3,2,3
SEQ_015906,2,0,4,3,4,0,4,4,2,4,0
SEQ_015908,2,0,2,2,3,2,3,4,4,3,4
SEQ_015925,4,2,1,4,0,4,4,1,1,0,1
SEQ_015939,0,1,4,4,4,0,4,4,3,0,3
SEQ_015947,3,4,4,4,3,4,3,3,4,3,4
SEQ_015974,0,0,0,0,4,0,4,4,0,4,0
SEQ_015983,3,0,0,4,4,4,4,4,0,3,4
SEQ_015989,2,2,2,2,1,2,1,1,2,1,2
SEQ_015990,2,3,2,2,2,3,2,2,2,3,2
SEQ_015992,2,2,2,2,1,2,1,1,2,1,2
SEQ_015993,4,1,1,0,1,0,0,1,1,1,2
SEQ_016014,3,4,3,3,3,4,3,3,3,4,3
SEQ_016017,2,3,4,1,2,2,1,1,2,3,4
SEQ_016030,1,4,4,1,2,1,2,3,3,2,3
SEQ_016031,2,4,4,3,4,3,3,4,4,3,0
SEQ_016044,1,4,2,1,1,1,1,2,2,2,3
SEQ_016051,0,2,2,1,2,1,1,2,2,2,3
SEQ_016076,3,3,3,3,0,3,3,3,3,4,3
SEQ_016091,1,1,1,1,0,1,0,0,1,0,1
SEQ_016094,4,1,1,4,4,0,0,0,0,4,2
SEQ_016100,2,3,3,0,1,0,4,2,2,1,2
SEQ_016112,3,4,4,4,3,4,3,3,4,3,4
SEQ_016116,0,1,0,0,0,1,0,0,0,0,0
SEQ_016130,3,1,3,3,4,3,3,3,0,4,0
SEQ_016135,3,1,1,0,0,1,0,0,1,0,1
SEQ_016150,1,3,3,1,1,3,2,2,2,1,2
SEQ_016154,4,4,4,4,3,4,4,4,4,3,4
SEQ_016162,1,3,3,2,3,2,2,2,3,0,4
SEQ_016166,4,2,2,2,1,2,1,1,2,1,2
SEQ_016169,3,4,4,4,3,4,3,3,4,3,4
SEQ_016171,3,0,0,4,0,4,4,0,0,4,1
SEQ_016172,0,0,0,0,4,0,4,4,0,4,0
SEQ_016177,2,2,2,2,2,2,2,2,2,2,2
SEQ_016188,1,2,2,1,1,1,1,0,1,2,3
SEQ_016192,1,4,2,1,1,1,1,2,2,2,3
SEQ_016193,1,4,4,1,2,1,2,3,3,2,3
SEQ_016200,0,3,1,0,0,0,0,0,1,1,2
SEQ_016202,3,4,4,4,3,3,2,2,3,4,0
SEQ_016203,2,0,0,0,4,0,4,4,0,4,0
SEQ_016208,4,2,1,4,0,4,4,1,1,0,1
SEQ_016211,4,4,4,4,3,4,4,4,4,3,4
SEQ_016227,2,4,4,3,4,3,3,4,4,3,0
SEQ_016236,0,1,0,0,0,1,0,0,0,0,0
SEQ_016260,0,1,1,0,0,0,0,4,0,1,2
SEQ_016261,4,1,1,4,4,0,0,0,0,4,2
SEQ_016262,1,2,2,0,1,1,0,0,1,2,3
SEQ_016270,2,2,2,2,1,2,1,1,2,1,2
SEQ_016279,1,4,3,1,2,1,1,4,3,2,3
SEQ_016282,1,4,3,2,3,4,3,3,4,3,4
SEQ_016294,3,3,3,3,2,3,2,2,3,2,3
SEQ_016298,2,2,2,2,1,2,1,1,2,1,2
SEQ_016302,2,0,4,2,3,2,2,2,4,3,4
SEQ_016303,3,3,3,3,2,3,2,2,3,2,3
SEQ_016307,1,4,2,1,1,1,1,2,2,2,3
SEQ_016315,0,2,2,0,0,1,1,1,1,0,1
SEQ_016319,4,2,4,1,1,2,1,1,2,1,2
SEQ_016321,0,1,1,0,0,0,0,4,0,1,2
SEQ_016322,3,1,3,3,4,3,3,3,0,4,0
SEQ_016334,4,4,4,4,3,4,4,4,4,3,4
SEQ_016335,0,1,1,0,0,0,0,4,0,1,2
SEQ_016351,0,0,0,0,4,0,0,0,0,4,0
SEQ_016352,0,1,1,4,0,0,4,4,0,1,2
SEQ_016366,3,1,3,3,4,3,3,3,0,4,0
SEQ_016377,1,1,1,1,0,1,0,0,1,0,1
SEQ_016379,4,0,0,3,4,4,3,3,4,0,1
SEQ_016389,0,3,2,0,1,0,0,4,2,1,2
SEQ_016394,2,0,4,3,4,0,4,4,2,4,0
SEQ_016405,1,4,4,4,3,4,3,3,4,3,4
SEQ_016417,4,2,0,0,0,1,0,0,0,1,0
SEQ_016418,0,3,2,2,2,3,2,2,3,2,3
SEQ_016424,1,1,1,1,1,1,1,1,1,1,1
SEQ_016426,4,2,2,2,1,2,1,1,2,1,2
SEQ_016464,3,1,1,0,0,1,0,0,1,0,1
SEQ_016489,3,3,3,3,2,3,3,2,3,2,3
SEQ_016494,3,0,0,3,3,4,4,4,4,3,4
SEQ_016495,2,4,3,2,2,2,2,1,3,3,4
SEQ_016496,4,1,1,0,1,2,1,1,1,1,2
SEQ_016497,4,2,0,0,0,1,0,0,0,1,0
SEQ_016503,0,2,2,0,0,1,1,1,1,0,1
SEQ_016506,0,1,0,0,0,1,0,0,0,0,0
SEQ_016515,2,4,3,2,2,2,2,1,3,3,4
SEQ_016519,1,4,3,2,3,4,3,3,4,3,4
SEQ_016541,3,0,0,4,0,1,0,0,0,0,1
SEQ_016543,4,2,0,0,0,1,0,0,0,1,0
SEQ_016545,0,3,3,3,2,3,2,2,3,2,3
SEQ_016546,3,1,1,0,0,1,0,0,1,0,1
SEQ_016554,0,2,2,1,2,3,2,2,2,2,3
SEQ_016559,4,0,0,3,4,4,3,3,4,0,1
SEQ_016560,2,4,3,2,2,2,2,1,3,3,4
SEQ_016562,1,4,2,1,1,1,1,2,2,2,3
SEQ_016564,0,2,2,1,2,1,1,1,2,1,3
SEQ_016574,0,1,0,0,0,1,0,0,0,0,0
SEQ_016593,4,4,4,4,3,4,3,3,4,3,4
SEQ_016595,2,3,3,2,2,2,2,1,2,3,4
SEQ_016597,2,2,2,2,2,2,2,2,2,2,2
SEQ_016598,3,0,0,4,0,1,0,0,0,0,1
SEQ_016602,4,2,4,1,1,2,1,1,2,1,2
SEQ_016610,1,4,3,1,2,1,1,4,3,2,3
SEQ_016614,2,3,4,1,2,2,1,1,2,3,4
SEQ_016623,3,1,0,3,4,3,4,0,0,4,0
SEQ_016643,1,4,2,1,1,1,1,2,2,2,3
SEQ_016645,2,2,2,2,2,2,2,2,2,2,2
SEQ_016651,2,0,2,2,3,2,3,4,4,3,4
SEQ_016652,2,0,4,3,4,0,4,4,2,4,0
SEQ_016685,3,3,3,3,2,3,2,2,3,2,3
SEQ_016688,4,1,1,3,4,3,0,0,0,4,0
SEQ_016690,3,3,3,3,2,3,3,2,3,2,3
SEQ_016692,2,4,4,3,4,3,3,4,4,3,0
SEQ_016693,0,0,0,0,4,0,4,4,0,4,0
SEQ_016694,3,4,3,2,3,3,2,2,3,4,4
SEQ_016707,1,3,3,2,3,2,2,3,3,2,4
SEQ_016722,4,4,4,4,3,4,4,4,4,3,4
SEQ_016727,1,1,1,1,0,1,1,3,1,0,1
SEQ_016752,1,4,4,1,2,1,2,3,3,2,3
SEQ_016758,2,3,3,2,2,2,2,1,2,3,4
SEQ_016777,1,4,4,1,2,1,2,3,3,2,3
SEQ_016780,2,2,2,2,1,2,1,1,2,1,2
SEQ_016794,3,0,0,4,0,4,4,0,0,4,1
SEQ_016799,0,2,2,1,2,3,2,2,2,2,3
SEQ_016807,4,1,1,3,4,3,0,0,0,4,0
SEQ_016822,2,4,4,3,3,3,3,3,4,2,0
SEQ_016832,4,1,1,0,1,0,0,1,1,1,2
SEQ_016833,3,0,0,3,3,4,4,4,4,3,4
SEQ_016860,3,0,0,4,4,4,4,4,0,3,4
SEQ_016861,3,3,3,3,2,3,2,2,3,2,3
SEQ_016862,0,2,2,1,2,1,1,1,2,1,3
SEQ_016863,0,2,2,0,0,1,1,1,1,0,1
SEQ_016890,3,1,0,3,4,3,4,0,0,4,0
SEQ_016907,1,4,4,4,3,4,3,3,4,3,4
SEQ_016911,2,3,3,2,2,2,2,1,2,3,4
SEQ_016918,2,2,2,2,1,2,1,1,2,1,2
SEQ_016923,4,4,4,4,3,4,4,4,4,3,4
SEQ_016932,3,1,0,3,4,3,4,0,0,4,0
SEQ_016937,2,3,2,2,2,3,2,2,2,3,2
SEQ_016974,1,1,1,1,1,1,1,1,1,1,1
SEQ_016979,3,0,0,4,0,4,0,0,0,0,1
SEQ_016997,4,1,1,0,1,0,0,0,1,0,2
SEQ_017003,0,3,1,0,0,0,0,0,1,1,2
SEQ_017005,0,2,2,1,2,1,1,1,2,1,3
SEQ_017035,4,2,4,1,1,2,1,1,2,1,2
SEQ_017041,3,3,3,3,2,3,3,2,3,2,3
SEQ_017043,1,2,1,1,1,2,1,1,1,2,1
SEQ_017053,2,0,2,2,3,2,3,4,4,3,4
SEQ_017062,1,4,2,1,1,1,1,2,2,2,3
SEQ_017070,0,3,2,0,1,0,0,4,2,1,2
SEQ_017102,2,4,4,2,2,2,3,3,3,2,3
SEQ_017131,3,0,0,3,3,4,4,4,4,3,4
SEQ_017139,3,4,4,3,3,3,3,2,4,4,0
SEQ_017146,0,0,0,0,4,0,0,0,0,4,0
SEQ_017150,0,1,0,0,0,1,0,0,0,0,0
SEQ_017154,2,2,2,2,1,2,2,1,2,1,2
SEQ_017156,2,0,4,2,3,2,2,2,4,3,4
SEQ_017160,4,4,4,4,3,4,3,3,4,3,4
SEQ_017170,1,4,4,1,2,1,2,3,3,2,3
SEQ_017172,1,1,1,1,1,1,1,1,1,1,1
SEQ_017174,3,4,4,4,3,4,3,3,4,3,4
SEQ_017177,3,3,3,3,0,3,3,3,3,4,3
SEQ_017180,2,0,0,0,4,0,4,4,0,4,0
SEQ_017181,1,3,1,1,1,0,1,1,1,1,1
SEQ_017187,1,1,1,1,0,1,0,0,1,0,1
SEQ_017197,1,3,3,2,3,2,3,3,3,3,4
SEQ_017200,3,4,4,4,3,3,2,2,3,4,0
SEQ_017201,4,1,1,0,1,0,0,1,1,1,2
SEQ_017203,0,1,1,4,0,0,4,4,0,1,2
SEQ_017228,1,4,3,2,3,4,3,3,4,3,4
SEQ_017254,0,2,2,1,2,1,1,2,2,2,3
SEQ_017273,2,3,2,2,2,3,2,2,2,3,2
SEQ_017283,4,1,1,4,4,0,0,0,0,4,2
SEQ_017288,4,0,0,3,4,4,3,3,4,0,1
SEQ_017290,2,4,3,2,2,2,2,1,3,3,4
SEQ_017292,1,4,3,2,3,4,3,3,4,3,4
SEQ_017299,2,2,2,2,1,2,2,1,2,1,2
SEQ_017306,2,2,2,2,1,2,2,1,2,1,2
SEQ_017307,0,3,1,0,0,0,0,0,1,1,2
SEQ_017311,2,0,4,2,3,2,2,2,4,3,4
SEQ_017323,4,2,1,4,0,4,4,1,1,0,1
SEQ_017330,0,0,0,0,4,0,4,4,0,4,0
SEQ_017332,1,2,2,0,1,1,0,0,1,2,3
SEQ_017346,1,1,1,1,1,1,1,1,1,1,1
SEQ_017350,0,1,1,1,0,1,0,0,1,0,1
SEQ_017351,2,4,4,3,4,4,4,4,4,4,0
SEQ_017355,3,0,0,3,3,4,4,4,4,3,4
SEQ_017369,0,2,2,1,2,1,1,1,2,1,3
SEQ_017370,4,0,4,4,4,0,4,4,4,4,4
SEQ_017371,0,3,2,0,1,0,0,4,2,1,2
SEQ_017392,4,4,4,4,3,4,4,4,4,3,4
SEQ_017395,4,2,1,4,0,4,4,1,1,0,1
SEQ_017397,3,3,3,3,2,3,3,2,3,2,3
SEQ_017406,1,3,3,1,1,3,2,2,2,1,2
SEQ_017411,4,1,1,4,4,0,0,0,0,4,2
SEQ_017415,4,0,0,3,4,4,3,3,4,0,1
SEQ_017446,3,1,3,3,4,3,3,3,0,4,0
SEQ_017447,4,1,1,4,4,0,0,0,0,4,2
SEQ_017463,1,4,2,1,1,1,1,2,2,2,3
SEQ_017465,3,0,0,4,0,1,0,0,0,0,1
SEQ_017491,2,2,2,2,1,2,2,1,2,1,2
SEQ_017497,4,4,4,4,3,4,3,3,4,3,4
SEQ_017501,4,2,0,4,4,4,4,4,4,0,1
SEQ_017519,3,3,3,3,2,3,2,2,3,2,3
SEQ_017531,1,4,3,1,2,1,1,4,3,2,3
SEQ_017541,3,1,3,3,4,3,3,3,0,4,0
SEQ_017542,1,4,2,1,1,1,1,2,2,2,3
SEQ_017550,3,3,3,3,2,3,3,2,3,2,3
SEQ_017553,3,1,3,3,4,3,3,3,0,4,0
SEQ_017555,2,4,4,3,4,3,3,4,4,3,0
SEQ_017558,4,0,0,3,2,4,3,3,4,3,0
SEQ_017560,2,3,2,2,2,3,2,2,2,3,2
SEQ_017572,4,2,1,4,0,4,4,1,1,0,1
SEQ_017581,2,3,3,2,2,2,2,1,2,3,4
SEQ_017589,1,1,1,1,0,1,1,3,1,0,1
SEQ_017596,3,0,0,4,0,4,0,0,0,0,1
SEQ_017604,1,3,3,2,3,2,3,3,3,3,4
SEQ_017606,1,1,1,1,1,1,1,1,1,1,1
SEQ_017616,4,1,1,4,4,0,0,0,0,4,2
SEQ_017634,3,0,0,4,0,4,0,0,0,0,1
SEQ_017642,1,4,3,2,3,4,3,3,4,3,4
SEQ_017644,3,1,1,0,0,1,0,0,1,0,1
SEQ_017645,4,4,4,4,3,4,4,4,4,3,4
SEQ_017665,3,1,3,3,4,3,3,3,0,4,0
SEQ_017673,0,1,4,4,4,0,4,4,3,0,3
SEQ_017682,1,2,1,1,1,2,1,1,1,2,1
SEQ_017688,3,4,3,3,3,4,3,3,3,4,3
SEQ_017693,3,1,1,0,0,1,0,0,1,0,1
SEQ_017710,3,4,4,4,3,3,2,2,3,4,0
SEQ_017725,1,1,1,1,1,1,1,1,1,1,1
SEQ_017726,3,3,3,3,2,3,3,2,3,2,3
SEQ_017734,0,1,1,1,0,1,0,0,1,0,1
SEQ_017738,2,0,4,3,4,0,4,4,2,4,0
SEQ_017746,0,1,1,4,0,0,4,4,0,1,2
SEQ_017754,1,2,2,0,1,1,0,0,1,2,3
SEQ_017756,2,3,2,2,2,3,2,2,2,3,2
SEQ_017761,1,4,4,1,2,1,2,3,3,2,3
SEQ_017764,1,4,4,4,3,4,3,3,4,3,4
SEQ_017783,1,3,3,2,3,2,2,2,3,0,4
SEQ_017787,3,3,3,3,0,3,3,3,3,4,3
SEQ_017793,1,4,4,4,3,4,3,3,4,3,4
SEQ_017806,4,1,1,3,4,3,0,0,0,4,0
SEQ_017817,1,1,1,1,0,1,0,0,1,0,1
SEQ_017834,2,4,4,2,2,2,3,3,3,2,3
SEQ_017836,0,0,0,0,4,0,4,4,0,4,0
SEQ_017856,2,0,4,3,4,0,4,4,2,4,0
SEQ_017870,4,4,4,4,3,4,3,3,4,3,4
SEQ_017874,1,4,3,1,2,1,1,4,3,2,3
SEQ_017875,0,2,2,1,2,3,2,2,2,2,3
SEQ_017876,3,3,3,3,2,3,2,2,3,2,3
SEQ_017882,3,4,4,3,3,3,3,2,4,4,0
SEQ_017888,3,4,4,3,3,3,3,2,4,4,0
SEQ_017903,1,2,2,0,1,1,0,0,1,2,3
SEQ_017918,0,3,1,0,0,0,0,0,1,1,2
SEQ_017919,0,1,1,0,0,0,0,4,0,1,2
SEQ_017938,1,4,4,1,2,1,2,3,3,2,3
SEQ_017939,4,2,4,1,1,2,1,1,2,1,2
SEQ_017942,2,2,2,2,2,2,2,2,2,2,2
SEQ_017949,0,2,2,0,0,1,1,1,1,0,1
SEQ_017955,4,1,1,3,4,3,0,0,0,4,0
SEQ_017959,3,0,0,4,0,4,0,0,0,0,1
SEQ_017986,4,0,0,0,4,0,4,4,0,4,0
SEQ_017990,2,3,4,1,2,2,1,1,2,3,4
SEQ_018019,4,1,1,0,1,0,0,1,1,1,2
SEQ_018031,0,2,2,1,2,3,2,2,2,2,3
SEQ_018032,0,1,1,0,0,0,0,4,0,1,2
SEQ_018035,0,1,1,4,0,0,4,4,0,1,2
SEQ_018047,2,3,4,1,2,2,1,1,2,3,4
SEQ_018052,4,0,0,4,4,4,4,3,4,0,1
SEQ_018057,2,3,3,0,1,0,4,2,2,1,2
SEQ_018061,2,2,2,2,1,2,2,1,2,1,2
SEQ_018062,4,2,4,1,1,2,1,1,2,1,2
SEQ_018069,3,3,3,3,2,3,3,2,3,2,3
SEQ_018091,4,2,2,2,1,2,1,1,2,1,2
SEQ_018094,0,0,0,0,4,0,0,0,0,4,0
SEQ_018103,0,1,0,0,0,1,0,0,0,0,0
SEQ_018107,2,2,2,2,1,2,1,1,2,1,2
SEQ_018109,2,4,4,3,4,4,4,4,4,4,0
SEQ_018110,2,4,4,3,4,4,4,4,4,4,0
SEQ_018112,4,4,4,4,3,4,4,4,4,3,4
SEQ_018116,3,0,0,4,0,4,4,0,0,4,1
SEQ_018158,0,1,1,0,0,0,0,4,0,1,2
SEQ_018166,2,2,2,2,2,2,2,2,2,2,2
SEQ_018168,1,2,1,1,1,2,1,1,1,2,1
SEQ_018170,4,2,1,4,0,4,4,1,1,0,1
SEQ_018178,4,0,4,4,4,0,4,4,4,4,4
SEQ_018186,4,2,2,2,1,2,1,1,2,1,2
SEQ_018189,1,4,4,4,3,4,3,3,4,3,4
SEQ_018190,4,0,4,4,4,0,4,4,4,4,4
SEQ_018192,2,2,2,2,1,2,2,1,2,1,2
SEQ_018203,4,0,4,4,4,0,4,4,4,4,4
SEQ_018220,3,1,0,3,4,3,4,0,0,4,0
SEQ_018224,3,1,0,3,4,3,4,0,0,4,0
SEQ_018229,2,0,4,3,4,0,4,4,2,4,0
SEQ_018239,0,1,1,1,0,1,0,0,1,0,1
SEQ_018253,3,0,0,4,0,1,0,0,0,0,1
SEQ_018280,4,2,1,4,0,4,4,1,1,0,1
SEQ_018289,2,0,4,2,3,2,2,2,4,3,4
SEQ_018293,1,4,3,1,2,1,1,4,3,2,3
SEQ_018316,4,4,4,4,3,4,4,4,4,3,4
SEQ_018318,0,2,2,1,2,1,1,1,2,1,3
SEQ_018327,3,1,0,3,4,3,4,0,0,4,0
SEQ_018331,4,1,1,0,1,0,0,1,1,1,2
SEQ_018345,4,1,1,4,4,0,0,0,0,4,2
SEQ_018351,4,1,1,0,1,0,0,1,1,1,2
SEQ_018352,4,2,0,0,0,1,0,0,0,1,0
SEQ_018382,3,4,4,4,3,3,2,2,3,4,0
SEQ_018408,1,3,3,2,3,2,2,2,3,0,4
SEQ_018410,4,0,0,3,2,4,3,3,4,3,0
SEQ_018416,4,1,1,0,1,0,0,1,1,1,2
SEQ_018445,3,0,0,4,4,4,4,4,0,3,4
SEQ_018455,2,0,2,2,3,2,3,4,4,3,4
SEQ_018492,3,1,0,3,4,3,4,0,0,4,0
SEQ_018496,2,0,4,2,3,2,2,2,4,3,4
SEQ_018497,1,4,4,4,3,4,3,3,4,3,4
SEQ_018509,0,3,2,0,1,0,0,4,2,1,2
SEQ_018516,0,1,4,4,4,0,4,4,3,0,3
SEQ_018517,2,4,4,2,2,2,3,3,3,2,3
SEQ_018525,1,3,3,2,3,2,2,3,3,2,4
SEQ_018526,3,1,1,0,0,1,0,0,1,0,1
SEQ_018527,1,3,3,2,3,2,2,3,3,2,4
SEQ_018542,2,4,4,2,2,2,3,3,3,2,3
SEQ_018545,4,2,1,4,0,4,4,1,1,0,1
SEQ_018549,0,1,0,0,0,1,0,0,0,0,0
SEQ_018554,1,4,3,1,2,1,1,4,3,2,3
SEQ_018571,3,4,4,4,3,3,2,2,3,4,0
SEQ_018576,1,4,2,1,1,1,1,2,2,2,3
SEQ_018611,3,1,1,0,0,1,0,0,1,0,1
SEQ_018624,1,2,2,1,1,1,1,0,1,2,3
SEQ_018640,4,2,0,4,4,4,4,4,4,0,1
SEQ_018657,1,2,1,1,1,2,1,1,1,2,1
SEQ_018666,4,2,4,1,1,2,1,1,2,1,2
SEQ_018671,3,4,4,3,3,3,3,2,4,4,0
SEQ_018677,2,0,4,2,3,2,2,2,4,3,4
SEQ_018692,0,3,1,0,0,0,0,0,1,1,2
SEQ_018698,2,4,4,3,3,3,3,3,4,2,0
SEQ_018699,0,2,2,1,2,1,1,1,2,1,3
SEQ_018728,2,4,4,3,4,3,3,4,4,3,0
SEQ_018743,4,1,1,4,4,0,0,0,0,4,2
SEQ_018747,2,4,4,3,4,4,4,4,4,4,0
SEQ_018766,0,3,2,2,2,3,2,2,3,2,3
SEQ_018767,4,2,1,4,0,4,4,1,1,0,1
SEQ_018779,0,3,2,0,1,0,0,4,2,1,2
SEQ_018798,2,3,3,0,1,0,4,2,2,1,2
SEQ_018801,3,0,0,4,0,1,0,0,0,0,1
SEQ_018817,4,4,4,4,3,4,3,3,4,3,4
SEQ_018834,1,3,3,2,3,2,2,3,3,2,4
SEQ_018846,3,1,3,3,4,3,3,3,0,4,0
SEQ_018883,4,0,0,0,4,0,4,4,0,4,0
SEQ_018886,4,1,1,0,1,0,0,0,1,0,2
SEQ_018890,1,4,2,1,1,1,1,2,2,2,3
SEQ_018895,2,4,4,3,3,3,3,3,4,2,0
SEQ_018900,0,2,2,1,2,1,1,2,2,2,3
SEQ_018901,1,3,3,1,1,3,2,2,2,1,2
SEQ_018907,4,2,0,0,0,1,0,0,0,1,0
SEQ_018909,2,3,2,2,2,3,2,2,2,3,2
SEQ_018923,3,1,3,3,4,3,3,3,0,4,0
SEQ_018930,3,1,0,3,4,3,4,0,0,4,0
SEQ_018938,3,4,3,2,3,3,2,2,3,4,4
SEQ_018944,3,4,3,2,3,3,2,2,3,4,4
SEQ_018949,4,2,0,4,4,4,4,4,4,0,1
SEQ_018950,4,0,0,0,4,0,4,4,0,4,0
SEQ_018951,0,3,1,0,0,0,0,0,1,1,2
SEQ_018953,0,0,0,0,4,0,0,0,0,4,0
SEQ_018958,3,0,0,4,0,4,0,0,0,0,1
SEQ_018977,1,4,4,4,3,4,3,3,4,3,4
SEQ_018998,4,1,1,3,4,3,0,0,0,4,0
SEQ_019003,0,0,0,0,4,0,0,0,0,4,0
SEQ_019010,3,0,0,4,0,4,4,0,0,4,1
SEQ_019015,0,2,2,4,0,4,1,1,1,0,1
SEQ_019025,4,0,4,4,4,0,4,4,4,4,4
SEQ_019028,1,4,3,2,3,4,3,3,4,3,4
SEQ_019037,2,3,3,0,1,0,4,2,2,1,2
SEQ_019039,3,0,0,4,0,1,0,0,0,0,1
SEQ_019040,3,4,4,4,3,3,2,2,3,4,0
SEQ_019042,4,2,4,1,1,2,1,1,2,1,2
SEQ_019043,4,0,4,4,4,0,4,4,4,4,4
SEQ_019063,2,2,2,2,1,2,2,1,2,1,2
SEQ_019064,0,1,1,0,0,0,0,4,0,1,2
SEQ_019068,2,2,2,2,1,2,2,1,2,1,2
SEQ_019070,2,0,2,2,3,2,3,4,4,3,4
SEQ_019085,0,2,2,0,0,1,1,1,1,0,1
SEQ_019095,0,0,0,0,4,0,0,0,0,4,0
SEQ_019099,4,0,0,3,2,4,3,3,4,3,0
SEQ_019100,2,3,3,0,1,0,4,2,2,1,2
SEQ_019106,0,2,2,1,2,1,1,2,2,2,3
SEQ_019108,0,1,1,4,0,0,4,4,0,1,2
SEQ_019126,0,3,1,0,0,0,0,0,1,1,2
SEQ_019131,2,3,3,0,1,0,4,2,2,1,2
SEQ_019134,3,4,3,2,3,3,2,2,3,4,4
SEQ_019135,1,3,1,1,1,0,1,1,1,1,1
SEQ_019138,3,3,3,3,2,3,2,2,3,2,3
SEQ_019140,0,2,2,1,2,1,1,1,2,1,3
SEQ_019143,4,0,0,4,4,4,4,3,4,0,1
SEQ_019148,1,4,2,1,1,1,1,2,2,2,3
SEQ_019155,4,1,1,0,1,2,1,1,1,1,2
SEQ_019160,4,1,1,4,4,0,0,0,0,4,2
SEQ_019172,1,3,1,1,1,0,1,1,1,1,1
SEQ_019189,4,0,0,3,4,4,3,3,4,0,1
SEQ_019206,1,1,1,1,1,1,1,1,1,1,1
SEQ_019208,4,0,0,0,4,0,4,4,0,4,0
SEQ_019216,4,1,1,0,1,2,1,1,1,1,2
SEQ_019219,1,3,1,1,1,0,1,1,1,1,1
SEQ_019232,2,2,2,2,2,2,2,2,2,2,2
SEQ_019240,0,2,2,0,0,1,1,1,1,0,1
SEQ_019253,4,2,2,2,1,2,1,1,2,1,2
SEQ_019265,4,2,4,1,1,2,1,1,2,1,2
SEQ_019268,0,2,2,1,2,3,2,2,2,2,3
SEQ_019274,3,1,1,0,0,1,0,0,1,0,1
SEQ_019298,2,3,3,0,1,0,4,2,2,1,2
SEQ_019300,3,1,1,0,0,1,0,0,1,0,1
SEQ_019304,0,0,0,0,4,0,0,0,0,4,0
SEQ_019308,2,4,4,3,4,4,4,4,4,4,0
SEQ_019318,3,1,1,0,0,1,0,0,1,0,1
SEQ_019321,1,3,3,1,1,3,2,2,2,1,2
SEQ_019327,1,3,3,2,3,2,2,3,3,2,4
SEQ_019330,3,0,0,4,0,4,4,0,0,4,1
SEQ_019337,1,1,1,1,1,1,1,1,1,1,1
SEQ_019345,2,3,3,0,1,0,4,2,2,1,2
SEQ_019347,3,0,0,4,0,4,4,0,0,4,1
SEQ_019348,2,0,4,3,4,0,4,4,2,4,0
SEQ_019358,2,2,2,2,1,2,1,1,2,1,2
SEQ_019359,2,3,3,2,2,2,2,1,2,3,4
